idresult	predictiondate	predictionvalue	execution_idexecution	predictionvaluemax	predictionvaluemin	typeofvalue	YEAR (predictiondate)	MONTH (predictiondate)	DAY (predictiondate)	weekofyear(predictiondate)	weekday(predictiondate)	HOUR (predictiondate)
6941	2016-04-03 08:00:00	15.89	304	15.89	15.89	3	2016	4	3	13	6	8
6942	2016-04-03 09:00:00	14.913	304	14.913	14.913	3	2016	4	3	13	6	9
6943	2016-04-03 10:00:00	14.947	304	14.947	14.947	3	2016	4	3	13	6	10
6944	2016-04-03 11:00:00	15.077	304	15.077	15.077	3	2016	4	3	13	6	11
6945	2016-04-03 12:00:00	13.988	304	13.988	13.988	3	2016	4	3	13	6	12
6946	2016-04-03 13:00:00	13.2	304	13.2	13.2	3	2016	4	3	13	6	13
6947	2016-04-03 14:00:00	12.85	304	12.85	12.85	3	2016	4	3	13	6	14
6948	2016-04-03 15:00:00	12.591	304	12.591	12.591	3	2016	4	3	13	6	15
6949	2016-04-03 16:00:00	13.596	304	13.596	13.596	3	2016	4	3	13	6	16
6950	2016-04-03 17:00:00	14.542	304	14.542	14.542	3	2016	4	3	13	6	17
6951	2016-04-03 18:00:00	15.658	304	15.658	15.658	3	2016	4	3	13	6	18
6952	2016-04-03 19:00:00	15.941	304	15.941	15.941	3	2016	4	3	13	6	19
6953	2016-04-03 20:00:00	15.396	304	15.396	15.396	3	2016	4	3	13	6	20
6954	2016-04-03 21:00:00	14.93	304	14.93	14.93	3	2016	4	3	13	6	21
6955	2016-04-03 22:00:00	15.385	304	15.385	15.385	3	2016	4	3	13	6	22
6956	2016-04-03 23:00:00	15.731	304	15.731	15.731	3	2016	4	3	13	6	23
7005	2016-04-04 00:00:00	109.666	307	109.666	109.666	3	2016	4	4	14	0	0
7006	2016-04-04 01:00:00	106.502	307	106.502	106.502	3	2016	4	4	14	0	1
7007	2016-04-04 02:00:00	104.702	307	104.702	104.702	3	2016	4	4	14	0	2
7008	2016-04-04 03:00:00	108.408	307	108.408	108.408	3	2016	4	4	14	0	3
7009	2016-04-04 04:00:00	110.843	307	110.843	110.843	3	2016	4	4	14	0	4
7010	2016-04-04 05:00:00	106.972	307	106.972	106.972	3	2016	4	4	14	0	5
7011	2016-04-04 06:00:00	119.644	307	119.644	119.644	3	2016	4	4	14	0	6
7012	2016-04-04 07:00:00	166.82	307	166.82	166.82	3	2016	4	4	14	0	7
7013	2016-04-04 08:00:00	235.723	307	235.723	235.723	3	2016	4	4	14	0	8
7014	2016-04-04 09:00:00	317.54	307	317.54	317.54	3	2016	4	4	14	0	9
7015	2016-04-04 10:00:00	320.895	307	320.895	320.895	3	2016	4	4	14	0	10
7016	2016-04-04 11:00:00	286.184	307	286.184	286.184	3	2016	4	4	14	0	11
7017	2016-04-04 12:00:00	240.256	307	240.256	240.256	3	2016	4	4	14	0	12
7018	2016-04-04 13:00:00	241.518	307	241.518	241.518	3	2016	4	4	14	0	13
7019	2016-04-04 14:00:00	265.637	307	265.637	265.637	3	2016	4	4	14	0	14
7020	2016-04-04 15:00:00	341.419	307	341.419	341.419	3	2016	4	4	14	0	15
7021	2016-04-04 16:00:00	339.993	307	339.993	339.993	3	2016	4	4	14	0	16
7022	2016-04-04 17:00:00	264.835	307	264.835	264.835	3	2016	4	4	14	0	17
7023	2016-04-04 18:00:00	165.02	307	165.02	165.02	3	2016	4	4	14	0	18
7024	2016-04-04 19:00:00	133.757	307	133.757	133.757	3	2016	4	4	14	0	19
7025	2016-04-04 20:00:00	121.225	307	121.225	121.225	3	2016	4	4	14	0	20
7026	2016-04-04 21:00:00	112.957	307	112.957	112.957	3	2016	4	4	14	0	21
7027	2016-04-04 22:00:00	105.257	307	105.257	105.257	3	2016	4	4	14	0	22
7028	2016-04-04 23:00:00	101.282	307	101.282	101.282	3	2016	4	4	14	0	23
7077	2016-04-04 00:00:00	74.085	310	74.085	74.085	3	2016	4	4	14	0	0
7078	2016-04-04 01:00:00	74.017	310	74.017	74.017	3	2016	4	4	14	0	1
7079	2016-04-04 02:00:00	80.818	310	80.818	80.818	3	2016	4	4	14	0	2
7080	2016-04-04 03:00:00	74.569	310	74.569	74.569	3	2016	4	4	14	0	3
7081	2016-04-04 04:00:00	73.38	310	73.38	73.38	3	2016	4	4	14	0	4
7082	2016-04-04 05:00:00	80.965	310	80.965	80.965	3	2016	4	4	14	0	5
7083	2016-04-04 06:00:00	77.431	310	77.431	77.431	3	2016	4	4	14	0	6
7084	2016-04-04 07:00:00	62.327	310	62.327	62.327	3	2016	4	4	14	0	7
7085	2016-04-04 08:00:00	66.757	310	66.757	66.757	3	2016	4	4	14	0	8
7086	2016-04-04 09:00:00	77.118	310	77.118	77.118	3	2016	4	4	14	0	9
7087	2016-04-04 10:00:00	73.73	310	73.73	73.73	3	2016	4	4	14	0	10
7088	2016-04-04 11:00:00	82.942	310	82.942	82.942	3	2016	4	4	14	0	11
7089	2016-04-04 12:00:00	79.112	310	79.112	79.112	3	2016	4	4	14	0	12
7090	2016-04-04 13:00:00	76.541	310	76.541	76.541	3	2016	4	4	14	0	13
7091	2016-04-04 14:00:00	77.119	310	77.119	77.119	3	2016	4	4	14	0	14
7092	2016-04-04 15:00:00	77.228	310	77.228	77.228	3	2016	4	4	14	0	15
7093	2016-04-04 16:00:00	79.862	310	79.862	79.862	3	2016	4	4	14	0	16
7094	2016-04-04 17:00:00	79.828	310	79.828	79.828	3	2016	4	4	14	0	17
7095	2016-04-04 18:00:00	79.801	310	79.801	79.801	3	2016	4	4	14	0	18
7096	2016-04-04 19:00:00	81.533	310	81.533	81.533	3	2016	4	4	14	0	19
7097	2016-04-04 20:00:00	79.398	310	79.398	79.398	3	2016	4	4	14	0	20
7098	2016-04-04 21:00:00	79.765	310	79.765	79.765	3	2016	4	4	14	0	21
7099	2016-04-04 22:00:00	79.643	310	79.643	79.643	3	2016	4	4	14	0	22
7100	2016-04-04 23:00:00	77.047	310	77.047	77.047	3	2016	4	4	14	0	23
7101	2016-04-04 00:00:00	21.801	311	21.801	21.801	3	2016	4	4	14	0	0
7102	2016-04-04 01:00:00	18.132	311	18.132	18.132	3	2016	4	4	14	0	1
7103	2016-04-04 02:00:00	16.473	311	16.473	16.473	3	2016	4	4	14	0	2
7104	2016-04-04 03:00:00	15.05	311	15.05	15.05	3	2016	4	4	14	0	3
7105	2016-04-04 04:00:00	15.027	311	15.027	15.027	3	2016	4	4	14	0	4
7106	2016-04-04 05:00:00	14.803	311	14.803	14.803	3	2016	4	4	14	0	5
7107	2016-04-04 06:00:00	16.894	311	16.894	16.894	3	2016	4	4	14	0	6
7108	2016-04-04 07:00:00	28.907	311	28.907	28.907	3	2016	4	4	14	0	7
7109	2016-04-04 08:00:00	47.61	311	47.61	47.61	3	2016	4	4	14	0	8
7110	2016-04-04 09:00:00	55.033	311	55.033	55.033	3	2016	4	4	14	0	9
7111	2016-04-04 10:00:00	30.127	311	30.127	30.127	3	2016	4	4	14	0	10
7112	2016-04-04 11:00:00	44.882	311	44.882	44.882	3	2016	4	4	14	0	11
7113	2016-04-04 12:00:00	40.02	311	40.02	40.02	3	2016	4	4	14	0	12
7114	2016-04-04 13:00:00	40.464	311	40.464	40.464	3	2016	4	4	14	0	13
7115	2016-04-04 14:00:00	49.124	311	49.124	49.124	3	2016	4	4	14	0	14
7116	2016-04-04 15:00:00	55.352	311	55.352	55.352	3	2016	4	4	14	0	15
7117	2016-04-04 16:00:00	58.044	311	58.044	58.044	3	2016	4	4	14	0	16
7118	2016-04-04 17:00:00	57.872	311	57.872	57.872	3	2016	4	4	14	0	17
7119	2016-04-04 18:00:00	45.052	311	45.052	45.052	3	2016	4	4	14	0	18
7120	2016-04-04 19:00:00	48.269	311	48.269	48.269	3	2016	4	4	14	0	19
7121	2016-04-04 20:00:00	37.901	311	37.901	37.901	3	2016	4	4	14	0	20
7122	2016-04-04 21:00:00	27.445	311	27.445	27.445	3	2016	4	4	14	0	21
7123	2016-04-04 22:00:00	22.998	311	22.998	22.998	3	2016	4	4	14	0	22
7124	2016-04-04 23:00:00	20.896	311	20.896	20.896	3	2016	4	4	14	0	23
7173	2016-04-05 00:00:00	106.368	314	106.368	106.368	3	2016	4	5	14	1	0
7174	2016-04-05 01:00:00	107.404	314	107.404	107.404	3	2016	4	5	14	1	1
7175	2016-04-05 02:00:00	105.34	314	105.34	105.34	3	2016	4	5	14	1	2
7176	2016-04-05 03:00:00	109.564	314	109.564	109.564	3	2016	4	5	14	1	3
7177	2016-04-05 04:00:00	111.123	314	111.123	111.123	3	2016	4	5	14	1	4
7178	2016-04-05 05:00:00	106.918	314	106.918	106.918	3	2016	4	5	14	1	5
7179	2016-04-05 06:00:00	120.651	314	120.651	120.651	3	2016	4	5	14	1	6
7180	2016-04-05 07:00:00	162.259	314	162.259	162.259	3	2016	4	5	14	1	7
7181	2016-04-05 08:00:00	234.183	314	234.183	234.183	3	2016	4	5	14	1	8
7182	2016-04-05 09:00:00	285.626	314	285.626	285.626	3	2016	4	5	14	1	9
7183	2016-04-05 10:00:00	262.509	314	262.509	262.509	3	2016	4	5	14	1	10
7184	2016-04-05 11:00:00	227.402	314	227.402	227.402	3	2016	4	5	14	1	11
7185	2016-04-05 12:00:00	240.198	314	240.198	240.198	3	2016	4	5	14	1	12
7186	2016-04-05 13:00:00	245.542	314	245.542	245.542	3	2016	4	5	14	1	13
7187	2016-04-05 14:00:00	256.076	314	256.076	256.076	3	2016	4	5	14	1	14
7188	2016-04-05 15:00:00	346.875	314	346.875	346.875	3	2016	4	5	14	1	15
7189	2016-04-05 16:00:00	339.266	314	339.266	339.266	3	2016	4	5	14	1	16
7190	2016-04-05 17:00:00	255.162	314	255.162	255.162	3	2016	4	5	14	1	17
7191	2016-04-05 18:00:00	181.55	314	181.55	181.55	3	2016	4	5	14	1	18
7192	2016-04-05 19:00:00	132.628	314	132.628	132.628	3	2016	4	5	14	1	19
7193	2016-04-05 20:00:00	119.348	314	119.348	119.348	3	2016	4	5	14	1	20
7194	2016-04-05 21:00:00	112.041	314	112.041	112.041	3	2016	4	5	14	1	21
7195	2016-04-05 22:00:00	106.568	314	106.568	106.568	3	2016	4	5	14	1	22
7196	2016-04-05 23:00:00	102.62	314	102.62	102.62	3	2016	4	5	14	1	23
7245	2016-04-05 00:00:00	82.508	317	82.508	82.508	3	2016	4	5	14	1	0
7246	2016-04-05 01:00:00	79.052	317	79.052	79.052	3	2016	4	5	14	1	1
7247	2016-04-05 02:00:00	86.812	317	86.812	86.812	3	2016	4	5	14	1	2
7248	2016-04-05 03:00:00	75.724	317	75.724	75.724	3	2016	4	5	14	1	3
7249	2016-04-05 04:00:00	74.227	317	74.227	74.227	3	2016	4	5	14	1	4
7250	2016-04-05 05:00:00	91.319	317	91.319	91.319	3	2016	4	5	14	1	5
7251	2016-04-05 06:00:00	92.836	317	92.836	92.836	3	2016	4	5	14	1	6
7252	2016-04-05 07:00:00	77.214	317	77.214	77.214	3	2016	4	5	14	1	7
7253	2016-04-05 08:00:00	70.942	317	70.942	70.942	3	2016	4	5	14	1	8
7254	2016-04-05 09:00:00	78.744	317	78.744	78.744	3	2016	4	5	14	1	9
7255	2016-04-05 10:00:00	74.297	317	74.297	74.297	3	2016	4	5	14	1	10
7256	2016-04-05 11:00:00	83.47	317	83.47	83.47	3	2016	4	5	14	1	11
7257	2016-04-05 12:00:00	79.088	317	79.088	79.088	3	2016	4	5	14	1	12
7258	2016-04-05 13:00:00	76.336	317	76.336	76.336	3	2016	4	5	14	1	13
7259	2016-04-05 14:00:00	76.728	317	76.728	76.728	3	2016	4	5	14	1	14
7260	2016-04-05 15:00:00	77.038	317	77.038	77.038	3	2016	4	5	14	1	15
7261	2016-04-05 16:00:00	79.746	317	79.746	79.746	3	2016	4	5	14	1	16
7262	2016-04-05 17:00:00	80.482	317	80.482	80.482	3	2016	4	5	14	1	17
7263	2016-04-05 18:00:00	79.862	317	79.862	79.862	3	2016	4	5	14	1	18
7264	2016-04-05 19:00:00	80.784	317	80.784	80.784	3	2016	4	5	14	1	19
7265	2016-04-05 20:00:00	79.596	317	79.596	79.596	3	2016	4	5	14	1	20
7266	2016-04-05 21:00:00	79.743	317	79.743	79.743	3	2016	4	5	14	1	21
7267	2016-04-05 22:00:00	79.564	317	79.564	79.564	3	2016	4	5	14	1	22
7268	2016-04-05 23:00:00	76.881	317	76.881	76.881	3	2016	4	5	14	1	23
7269	2016-04-05 00:00:00	22.067	318	22.067	22.067	3	2016	4	5	14	1	0
7270	2016-04-05 01:00:00	19.088	318	19.088	19.088	3	2016	4	5	14	1	1
7271	2016-04-05 02:00:00	16.846	318	16.846	16.846	3	2016	4	5	14	1	2
7272	2016-04-05 03:00:00	15.276	318	15.276	15.276	3	2016	4	5	14	1	3
7273	2016-04-05 04:00:00	15.422	318	15.422	15.422	3	2016	4	5	14	1	4
7274	2016-04-05 05:00:00	14.698	318	14.698	14.698	3	2016	4	5	14	1	5
7275	2016-04-05 06:00:00	17.815	318	17.815	17.815	3	2016	4	5	14	1	6
7276	2016-04-05 07:00:00	33.009	318	33.009	33.009	3	2016	4	5	14	1	7
7277	2016-04-05 08:00:00	47.261	318	47.261	47.261	3	2016	4	5	14	1	8
7278	2016-04-05 09:00:00	54.406	318	54.406	54.406	3	2016	4	5	14	1	9
7279	2016-04-05 10:00:00	29.114	318	29.114	29.114	3	2016	4	5	14	1	10
7280	2016-04-05 11:00:00	44.304	318	44.304	44.304	3	2016	4	5	14	1	11
7281	2016-04-05 12:00:00	38.529	318	38.529	38.529	3	2016	4	5	14	1	12
7282	2016-04-05 13:00:00	40.724	318	40.724	40.724	3	2016	4	5	14	1	13
7283	2016-04-05 14:00:00	48.948	318	48.948	48.948	3	2016	4	5	14	1	14
7284	2016-04-05 15:00:00	54.549	318	54.549	54.549	3	2016	4	5	14	1	15
7285	2016-04-05 16:00:00	59.046	318	59.046	59.046	3	2016	4	5	14	1	16
7286	2016-04-05 17:00:00	59.554	318	59.554	59.554	3	2016	4	5	14	1	17
7287	2016-04-05 18:00:00	51.568	318	51.568	51.568	3	2016	4	5	14	1	18
7288	2016-04-05 19:00:00	48.333	318	48.333	48.333	3	2016	4	5	14	1	19
7289	2016-04-05 20:00:00	37.975	318	37.975	37.975	3	2016	4	5	14	1	20
7290	2016-04-05 21:00:00	24.518	318	24.518	24.518	3	2016	4	5	14	1	21
7291	2016-04-05 22:00:00	22.74	318	22.74	22.74	3	2016	4	5	14	1	22
7292	2016-04-05 23:00:00	20.906	318	20.906	20.906	3	2016	4	5	14	1	23
7341	2016-04-06 00:00:00	112.216	321	112.216	112.216	3	2016	4	6	14	2	0
7342	2016-04-06 01:00:00	109.324	321	109.324	109.324	3	2016	4	6	14	2	1
7343	2016-04-06 02:00:00	110.437	321	110.437	110.437	3	2016	4	6	14	2	2
7344	2016-04-06 03:00:00	112.904	321	112.904	112.904	3	2016	4	6	14	2	3
7345	2016-04-06 04:00:00	112.68	321	112.68	112.68	3	2016	4	6	14	2	4
7346	2016-04-06 05:00:00	120.622	321	120.622	120.622	3	2016	4	6	14	2	5
7347	2016-04-06 06:00:00	206.302	321	206.302	206.302	3	2016	4	6	14	2	6
7348	2016-04-06 07:00:00	308.419	321	308.419	308.419	3	2016	4	6	14	2	7
7349	2016-04-06 08:00:00	409.243	321	409.243	409.243	3	2016	4	6	14	2	8
7350	2016-04-06 09:00:00	487.737	321	487.737	487.737	3	2016	4	6	14	2	9
7351	2016-04-06 10:00:00	465.942	321	465.942	465.942	3	2016	4	6	14	2	10
7352	2016-04-06 11:00:00	452.406	321	452.406	452.406	3	2016	4	6	14	2	11
7353	2016-04-06 12:00:00	530.935	321	530.935	530.935	3	2016	4	6	14	2	12
7354	2016-04-06 13:00:00	467.863	321	467.863	467.863	3	2016	4	6	14	2	13
7355	2016-04-06 14:00:00	442.661	321	442.661	442.661	3	2016	4	6	14	2	14
7356	2016-04-06 15:00:00	537.134	321	537.134	537.134	3	2016	4	6	14	2	15
7357	2016-04-06 16:00:00	484.144	321	484.144	484.144	3	2016	4	6	14	2	16
7358	2016-04-06 17:00:00	392.495	321	392.495	392.495	3	2016	4	6	14	2	17
7359	2016-04-06 18:00:00	303.47	321	303.47	303.47	3	2016	4	6	14	2	18
7360	2016-04-06 19:00:00	250.282	321	250.282	250.282	3	2016	4	6	14	2	19
7361	2016-04-06 20:00:00	204.826	321	204.826	204.826	3	2016	4	6	14	2	20
7362	2016-04-06 21:00:00	132.91	321	132.91	132.91	3	2016	4	6	14	2	21
7363	2016-04-06 22:00:00	127.906	321	127.906	127.906	3	2016	4	6	14	2	22
7364	2016-04-06 23:00:00	124.297	321	124.297	124.297	3	2016	4	6	14	2	23
7413	2016-04-06 00:00:00	86.669	324	86.669	86.669	3	2016	4	6	14	2	0
7414	2016-04-06 01:00:00	79.278	324	79.278	79.278	3	2016	4	6	14	2	1
7415	2016-04-06 02:00:00	87.41	324	87.41	87.41	3	2016	4	6	14	2	2
7416	2016-04-06 03:00:00	75.774	324	75.774	75.774	3	2016	4	6	14	2	3
7417	2016-04-06 04:00:00	74.611	324	74.611	74.611	3	2016	4	6	14	2	4
7418	2016-04-06 05:00:00	98.051	324	98.051	98.051	3	2016	4	6	14	2	5
7419	2016-04-06 06:00:00	107.644	324	107.644	107.644	3	2016	4	6	14	2	6
7420	2016-04-06 07:00:00	99.261	324	99.261	99.261	3	2016	4	6	14	2	7
7421	2016-04-06 08:00:00	79.904	324	79.904	79.904	3	2016	4	6	14	2	8
7422	2016-04-06 09:00:00	77.599	324	77.599	77.599	3	2016	4	6	14	2	9
7423	2016-04-06 10:00:00	73.923	324	73.923	73.923	3	2016	4	6	14	2	10
7424	2016-04-06 11:00:00	83.898	324	83.898	83.898	3	2016	4	6	14	2	11
7425	2016-04-06 12:00:00	78.411	324	78.411	78.411	3	2016	4	6	14	2	12
7426	2016-04-06 13:00:00	76.251	324	76.251	76.251	3	2016	4	6	14	2	13
7427	2016-04-06 14:00:00	76.877	324	76.877	76.877	3	2016	4	6	14	2	14
7428	2016-04-06 15:00:00	77.546	324	77.546	77.546	3	2016	4	6	14	2	15
7429	2016-04-06 16:00:00	79.564	324	79.564	79.564	3	2016	4	6	14	2	16
7430	2016-04-06 17:00:00	80.212	324	80.212	80.212	3	2016	4	6	14	2	17
7431	2016-04-06 18:00:00	79.887	324	79.887	79.887	3	2016	4	6	14	2	18
7432	2016-04-06 19:00:00	80.062	324	80.062	80.062	3	2016	4	6	14	2	19
7433	2016-04-06 20:00:00	79.584	324	79.584	79.584	3	2016	4	6	14	2	20
7434	2016-04-06 21:00:00	79.656	324	79.656	79.656	3	2016	4	6	14	2	21
7435	2016-04-06 22:00:00	79.669	324	79.669	79.669	3	2016	4	6	14	2	22
7436	2016-04-06 23:00:00	77.119	324	77.119	77.119	3	2016	4	6	14	2	23
7437	2016-04-06 00:00:00	22.343	325	22.343	22.343	3	2016	4	6	14	2	0
7438	2016-04-06 01:00:00	18.207	325	18.207	18.207	3	2016	4	6	14	2	1
7439	2016-04-06 02:00:00	16.791	325	16.791	16.791	3	2016	4	6	14	2	2
7440	2016-04-06 03:00:00	15.246	325	15.246	15.246	3	2016	4	6	14	2	3
7441	2016-04-06 04:00:00	15.332	325	15.332	15.332	3	2016	4	6	14	2	4
7442	2016-04-06 05:00:00	14.798	325	14.798	14.798	3	2016	4	6	14	2	5
7443	2016-04-06 06:00:00	19.746	325	19.746	19.746	3	2016	4	6	14	2	6
7444	2016-04-06 07:00:00	40.092	325	40.092	40.092	3	2016	4	6	14	2	7
7445	2016-04-06 08:00:00	48.486	325	48.486	48.486	3	2016	4	6	14	2	8
7446	2016-04-06 09:00:00	55.703	325	55.703	55.703	3	2016	4	6	14	2	9
7447	2016-04-06 10:00:00	30.128	325	30.128	30.128	3	2016	4	6	14	2	10
7448	2016-04-06 11:00:00	45.756	325	45.756	45.756	3	2016	4	6	14	2	11
7449	2016-04-06 12:00:00	38.568	325	38.568	38.568	3	2016	4	6	14	2	12
7450	2016-04-06 13:00:00	40.531	325	40.531	40.531	3	2016	4	6	14	2	13
7451	2016-04-06 14:00:00	48.681	325	48.681	48.681	3	2016	4	6	14	2	14
7452	2016-04-06 15:00:00	54.342	325	54.342	54.342	3	2016	4	6	14	2	15
7453	2016-04-06 16:00:00	58.991	325	58.991	58.991	3	2016	4	6	14	2	16
7454	2016-04-06 17:00:00	58.964	325	58.964	58.964	3	2016	4	6	14	2	17
7455	2016-04-06 18:00:00	49.188	325	49.188	49.188	3	2016	4	6	14	2	18
7456	2016-04-06 19:00:00	48.181	325	48.181	48.181	3	2016	4	6	14	2	19
7457	2016-04-06 20:00:00	37.951	325	37.951	37.951	3	2016	4	6	14	2	20
7458	2016-04-06 21:00:00	23.707	325	23.707	23.707	3	2016	4	6	14	2	21
7459	2016-04-06 22:00:00	22.261	325	22.261	22.261	3	2016	4	6	14	2	22
7460	2016-04-06 23:00:00	20.645	325	20.645	20.645	3	2016	4	6	14	2	23
7797	2016-04-07 00:00:00	106.295	340	106.295	106.295	3	2016	4	7	14	3	0
7798	2016-04-07 01:00:00	104.688	340	104.688	104.688	3	2016	4	7	14	3	1
7799	2016-04-07 02:00:00	105.008	340	105.008	105.008	3	2016	4	7	14	3	2
7800	2016-04-07 03:00:00	108.189	340	108.189	108.189	3	2016	4	7	14	3	3
7801	2016-04-07 04:00:00	109.37	340	109.37	109.37	3	2016	4	7	14	3	4
7802	2016-04-07 05:00:00	136.142	340	136.142	136.142	3	2016	4	7	14	3	5
7803	2016-04-07 06:00:00	217.864	340	217.864	217.864	3	2016	4	7	14	3	6
7804	2016-04-07 07:00:00	340.515	340	340.515	340.515	3	2016	4	7	14	3	7
7805	2016-04-07 08:00:00	463.307	340	463.307	463.307	3	2016	4	7	14	3	8
7806	2016-04-07 09:00:00	541.516	340	541.516	541.516	3	2016	4	7	14	3	9
7807	2016-04-07 10:00:00	612.604	340	612.604	612.604	3	2016	4	7	14	3	10
7808	2016-04-07 11:00:00	625.771	340	625.771	625.771	3	2016	4	7	14	3	11
7809	2016-04-07 12:00:00	592.273	340	592.273	592.273	3	2016	4	7	14	3	12
7810	2016-04-07 13:00:00	621.541	340	621.541	621.541	3	2016	4	7	14	3	13
7811	2016-04-07 14:00:00	524.625	340	524.625	524.625	3	2016	4	7	14	3	14
7812	2016-04-07 15:00:00	525.019	340	525.019	525.019	3	2016	4	7	14	3	15
7813	2016-04-07 16:00:00	489.077	340	489.077	489.077	3	2016	4	7	14	3	16
7814	2016-04-07 17:00:00	384.605	340	384.605	384.605	3	2016	4	7	14	3	17
7815	2016-04-07 18:00:00	284.396	340	284.396	284.396	3	2016	4	7	14	3	18
7816	2016-04-07 19:00:00	252.529	340	252.529	252.529	3	2016	4	7	14	3	19
7817	2016-04-07 20:00:00	227.529	340	227.529	227.529	3	2016	4	7	14	3	20
7818	2016-04-07 21:00:00	204.367	340	204.367	204.367	3	2016	4	7	14	3	21
7819	2016-04-07 22:00:00	159.67	340	159.67	159.67	3	2016	4	7	14	3	22
7820	2016-04-07 23:00:00	138.187	340	138.187	138.187	3	2016	4	7	14	3	23
7869	2016-04-07 00:00:00	81.163	343	81.163	81.163	3	2016	4	7	14	3	0
7870	2016-04-07 01:00:00	98.732	343	98.732	98.732	3	2016	4	7	14	3	1
7871	2016-04-07 02:00:00	112.592	343	112.592	112.592	3	2016	4	7	14	3	2
7872	2016-04-07 03:00:00	106.354	343	106.354	106.354	3	2016	4	7	14	3	3
7873	2016-04-07 04:00:00	93.728	343	93.728	93.728	3	2016	4	7	14	3	4
7874	2016-04-07 05:00:00	94.145	343	94.145	94.145	3	2016	4	7	14	3	5
7875	2016-04-07 06:00:00	129.64	343	129.64	129.64	3	2016	4	7	14	3	6
7876	2016-04-07 07:00:00	126.691	343	126.691	126.691	3	2016	4	7	14	3	7
7877	2016-04-07 08:00:00	150.429	343	150.429	150.429	3	2016	4	7	14	3	8
7878	2016-04-07 09:00:00	175.582	343	175.582	175.582	3	2016	4	7	14	3	9
7879	2016-04-07 10:00:00	201.75	343	201.75	201.75	3	2016	4	7	14	3	10
7880	2016-04-07 11:00:00	234.499	343	234.499	234.499	3	2016	4	7	14	3	11
7881	2016-04-07 12:00:00	245.888	343	245.888	245.888	3	2016	4	7	14	3	12
7882	2016-04-07 13:00:00	237.536	343	237.536	237.536	3	2016	4	7	14	3	13
7883	2016-04-07 14:00:00	233.482	343	233.482	233.482	3	2016	4	7	14	3	14
7884	2016-04-07 15:00:00	194.765	343	194.765	194.765	3	2016	4	7	14	3	15
7885	2016-04-07 16:00:00	150.716	343	150.716	150.716	3	2016	4	7	14	3	16
7886	2016-04-07 17:00:00	117.3	343	117.3	117.3	3	2016	4	7	14	3	17
7887	2016-04-07 18:00:00	102.813	343	102.813	102.813	3	2016	4	7	14	3	18
7888	2016-04-07 19:00:00	91.221	343	91.221	91.221	3	2016	4	7	14	3	19
7889	2016-04-07 20:00:00	77.134	343	77.134	77.134	3	2016	4	7	14	3	20
7890	2016-04-07 21:00:00	62.965	343	62.965	62.965	3	2016	4	7	14	3	21
7891	2016-04-07 22:00:00	56.865	343	56.865	56.865	3	2016	4	7	14	3	22
7892	2016-04-07 23:00:00	57.366	343	57.366	57.366	3	2016	4	7	14	3	23
7893	2016-04-07 00:00:00	19.086	344	19.086	19.086	3	2016	4	7	14	3	0
7894	2016-04-07 01:00:00	19.473	344	19.473	19.473	3	2016	4	7	14	3	1
7895	2016-04-07 02:00:00	16.144	344	16.144	16.144	3	2016	4	7	14	3	2
7896	2016-04-07 03:00:00	15.005	344	15.005	15.005	3	2016	4	7	14	3	3
7897	2016-04-07 04:00:00	14.482	344	14.482	14.482	3	2016	4	7	14	3	4
7898	2016-04-07 05:00:00	14.988	344	14.988	14.988	3	2016	4	7	14	3	5
7899	2016-04-07 06:00:00	20.419	344	20.419	20.419	3	2016	4	7	14	3	6
7900	2016-04-07 07:00:00	43.656	344	43.656	43.656	3	2016	4	7	14	3	7
7901	2016-04-07 08:00:00	57.798	344	57.798	57.798	3	2016	4	7	14	3	8
7902	2016-04-07 09:00:00	61.008	344	61.008	61.008	3	2016	4	7	14	3	9
7903	2016-04-07 10:00:00	61.514	344	61.514	61.514	3	2016	4	7	14	3	10
7904	2016-04-07 11:00:00	64.166	344	64.166	64.166	3	2016	4	7	14	3	11
7905	2016-04-07 12:00:00	69.001	344	69.001	69.001	3	2016	4	7	14	3	12
7906	2016-04-07 13:00:00	66.936	344	66.936	66.936	3	2016	4	7	14	3	13
7907	2016-04-07 14:00:00	64.488	344	64.488	64.488	3	2016	4	7	14	3	14
7908	2016-04-07 15:00:00	65.559	344	65.559	65.559	3	2016	4	7	14	3	15
7909	2016-04-07 16:00:00	70.499	344	70.499	70.499	3	2016	4	7	14	3	16
7910	2016-04-07 17:00:00	69.234	344	69.234	69.234	3	2016	4	7	14	3	17
7911	2016-04-07 18:00:00	63.004	344	63.004	63.004	3	2016	4	7	14	3	18
7912	2016-04-07 19:00:00	52.614	344	52.614	52.614	3	2016	4	7	14	3	19
7913	2016-04-07 20:00:00	38.435	344	38.435	38.435	3	2016	4	7	14	3	20
7914	2016-04-07 21:00:00	29.953	344	29.953	29.953	3	2016	4	7	14	3	21
7915	2016-04-07 22:00:00	23.768	344	23.768	23.768	3	2016	4	7	14	3	22
7916	2016-04-07 23:00:00	20.843	344	20.843	20.843	3	2016	4	7	14	3	23
7941	2016-04-07 00:00:00	43.879	346	43.879	43.879	3	2016	4	7	14	3	0
7942	2016-04-07 01:00:00	43.935	346	43.935	43.935	3	2016	4	7	14	3	1
7943	2016-04-07 02:00:00	45.12	346	45.12	45.12	3	2016	4	7	14	3	2
7944	2016-04-07 03:00:00	46.048	346	46.048	46.048	3	2016	4	7	14	3	3
